geschlecht,alter,bundesland,beruf,konsumhaeufigkeit,situation_freunde_familie,situation_party,situation_zuhause_essen,situation_zuhause_entspannung,situation_oeffentliche_veranstaltungen,situation_gastro,situation_urlaub,involvement_interesse,involvement_rolle,involvement_spass,involvement_wichtigkeit,involvement_vorteilhaft,involvement_unverzichtbar,gesundheit_wichtig,umweltfreundlich_wichtig,neue_produkte_probie,bio_mehrpreis_bereit,tierfrei_wichtig,alkoholverzicht_wichtig,einfluss_geschmack,einfluss_geruch,einfluss_preis,einfluss_markenbekanntheit,einfluss_nachhaltigkeit,einfluss_herkunft,einfluss_verpackungsdesign,einfluss_verpackungsform,einfluss_aktionsangebote,einfluss_alkoholgehalt,einfluss_empfehlung,einfluss_verfuegbarkeit,praef_sorte_alkoholfrei,praef_sorte_weizen,praef_sorte_koelsch,praef_sorte_altbier,praef_sorte_pale_ale,praef_sorte_stout,praef_sorte_maerzen_export,praef_sorte_radler,praef_sorte_pils,praef_sorte_bock_schwarzrauchbier,praef_sorte_helles_lager,praef_sorte_craft_beer,praef_alkoholfrei_0,praef_alkoholfrei_0_5,praef_bier_alkohol,geschmack_rauchig,geschmack_hopfig,geschmack_suesslich_malzig,geschmack_fruchtig,geschmack_kraeuter,geschmack_gewuerze,geschmack_bitter,geschmack_saeuerlich,geschmack_zitrus,quality_score,rule_violations,violation_details,quality_summary
maennlich,2002,Baden-Württemberg,keine Angabe,mehrmals im Monat,2,3,1,1,3,2,2,1,1,3,1,3,4,3,2,5,2,1,2,4,4,3,3,3,3,5,2,3,4,4,5,2,2,1,1,3,1,3,5,3,2,5,1,2,1,5,2,5,2,5,1,2,2,3,3,100,[],{},The data row meets all plausibility rules without any violations.
weiblich,2000,Baden-Württemberg,Studentin / Student,mehrmals im Monat,2,3,1,1,2,3,2,3,3,3,3,2,1,2,2,4,2,1,1,5,2,3,1,5,3,3,2,5,4,3,2,2,3,2,1,2,2,3,4,3,1,3,1,4,3,5,1,5,4,3,2,4,3,2,3,90,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' as it should not be 'unbekannt'.""}",The data row has one violation related to gender and occupation consistency.
weiblich,2007,Baden-Württemberg,Schülerin / Schüler,seltener als einmal pro Monat,2,3,1,1,1,2,2,2,1,4,2,1,1,4,2,2,3,4,2,4,4,4,3,3,3,4,3,2,3,5,3,1,5,1,1,1,2,1,5,5,1,5,1,1,1,4,2,5,1,4,2,1,1,2,3,90,"[""rule_001""]","{""rule_001"": ""The age is 2007, which indicates the individual is under the typical school age, but the occupation is 'Sch\u00fclerin / Sch\u00fcler', which is inconsistent.""}","The data quality is mostly good, but there is a violation regarding age and occupation consistency."
maennlich,keine Angabe,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,2,3,1,3,3,3,2,2,1,2,2,4,1,2,2,4,3,1,1,5,4,4,4,3,1,4,4,4,3,3,5,4,4,3,2,1,2,2,3,3,1,1,1,3,3,4,1,4,3,2,1,2,3,1,3,100,[],{},The data row meets all plausibility rules without any violations.
weiblich,keine Angabe,Baden-Württemberg,keine Angabe,mehrmals im Monat,2,3,1,2,3,3,2,3,3,3,2,1,1,4,2,1,2,2,1,4,5,3,3,1,3,2,2,4,1,2,2,2,5,1,2,2,2,3,2,3,2,3,1,2,2,3,2,3,3,3,4,3,2,2,3,100,[],{},The data row adheres to all plausibility rules.
weiblich,2001,Baden-Württemberg,Studentin / Student,täglich,2,2,1,2,2,3,2,5,2,1,2,4,2,5,5,5,3,1,3,4,4,5,2,2,1,3,1,5,1,5,4,3,3,1,1,2,1,4,5,3,4,5,1,2,2,5,2,3,3,4,1,1,3,1,2,90,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' as it should not be 'unbekannt'.""}",The data row has one violation related to gender and occupation consistency.
weiblich,1998,Baden-Württemberg,Studentin / Student,mehrmals pro Woche,1,3,2,1,2,2,3,5,4,4,4,1,5,3,3,3,3,5,1,4,3,3,3,3,3,5,2,5,5,4,4,5,4,1,1,1,1,1,4,5,5,1,3,5,2,3,2,2,1,4,1,2,1,2,3,90,"[""rule_003"", ""rule_008""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' because it should not have a gender of 'unbekannt'."", ""rule_008"": ""There is a high preference for alcohol-free beer (5) and a high preference for alcoholic beer (3), which is inconsistent.""}","The data row has minor inconsistencies regarding gender and occupation, as well as preferences for alcoholic and alcohol-free beers."
weiblich,2000,Baden-Württemberg,Studentin / Student,einmal pro Monat,2,3,2,1,1,2,2,2,1,4,1,1,1,3,3,4,5,1,3,4,5,4,3,3,5,2,4,3,2,5,3,1,1,1,1,1,5,1,3,4,2,1,1,3,1,3,1,4,3,4,3,2,4,2,4,90,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' as it should not be 'unbekannt'.""}","The data quality is mostly good, with one violation regarding gender and occupation consistency."
weiblich,2003,Bayern,Angestellte / Angestellter,einmal pro Monat,2,2,2,2,3,2,2,3,1,5,1,1,5,4,3,5,3,1,2,4,5,4,3,2,5,2,3,2,2,3,5,1,3,1,1,1,2,1,1,3,1,5,5,4,3,3,2,4,2,3,2,2,1,3,3,100,[],{},The data row meets all plausibility rules with no violations.
maennlich,2001,Baden-Württemberg,Angestellte / Angestellter,täglich,2,3,2,1,2,3,2,1,2,3,5,3,4,5,4,5,5,4,1,5,3,2,3,4,3,2,2,1,2,4,1,3,5,1,1,3,2,2,5,5,1,5,3,1,1,4,1,3,3,3,1,2,1,2,3,100,[],{},The data row meets all plausibility rules without any violations.
weiblich,2003,Baden-Württemberg,Studentin / Student,seltener als einmal pro Monat,2,3,2,1,2,3,3,4,5,3,2,1,1,2,4,2,1,3,1,3,2,1,4,1,3,1,4,1,5,3,4,2,2,3,1,1,1,1,5,2,1,5,1,3,2,5,3,1,2,4,3,2,5,2,3,90,"[""rule_003"", ""rule_006"", ""rule_007"", ""rule_008""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' as it should not be 'unbekannt'."", ""rule_006"": ""The involvement in the role (5) is greater than the importance of the role (2), which is inconsistent."", ""rule_007"": ""The importance on health (2) does not correlate with a high importance on alcohol avoidance (1)."", ""rule_008"": ""There is a high preference for alcoholic beer (5) while having a preference for alcohol-free beer (2), which is inconsistent.""}","The data row has multiple inconsistencies regarding occupation, involvement, health importance, and beverage preferences."
unbekannt,2004,Baden-Württemberg,Angestellte / Angestellter,seltener als einmal pro Monat,3,3,1,1,3,3,2,1,1,3,4,1,1,4,1,2,1,1,1,5,2,2,4,2,4,1,1,5,3,3,2,5,3,1,1,1,2,3,1,3,2,5,1,4,1,5,3,3,1,3,2,2,3,1,3,90,"[""rule_003""]","{""rule_003"": ""The occupation 'Angestellte / Angestellter' is inconsistent with the gender 'unbekannt'.""}",The data row has one violation related to gender and occupation consistency.
unbekannt,2000,Baden-Württemberg,Studentin / Student,mehrmals pro Woche,2,3,1,1,2,2,2,5,5,4,3,2,4,4,4,4,1,2,1,5,4,5,2,1,3,2,2,3,2,4,3,3,5,2,3,2,1,2,5,1,1,4,1,2,4,5,2,4,3,5,5,1,1,3,3,80,"[""rule_003"", ""rule_008""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'unbekannt'."", ""rule_008"": ""There is a high preference for both alcohol-free beer (3) and alcoholic beer (5), which is contradictory.""}","The data row contains inconsistencies regarding gender and occupation, as well as conflicting preferences for alcoholic and alcohol-free beers."
maennlich,2004,Baden-Württemberg,Studentin / Student,seltener als einmal pro Monat,2,3,1,1,2,3,2,2,1,4,3,3,1,3,3,2,2,4,1,4,1,3,3,2,2,1,2,5,3,4,4,1,5,1,2,1,2,2,3,3,1,5,3,2,1,5,1,3,4,2,1,1,2,2,4,90,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'maennlich', as it should logically align with 'Student'.""}",The data row has one violation related to gender and occupation consistency.
maennlich,2000,Baden-Württemberg,Angestellte / Angestellter,mehrmals pro Woche,2,1,1,1,2,2,2,1,5,4,4,5,4,4,1,5,2,1,1,2,5,3,3,3,1,2,4,3,2,3,3,1,2,2,1,1,1,1,1,3,2,3,1,5,1,1,2,3,4,3,3,2,2,1,3,100,[],{},The data row meets all plausibility rules with no violations.
maennlich,2007,Bayern,Beamtin / Beamter,mehrmals im Monat,2,3,2,2,1,3,2,3,3,4,2,3,1,2,1,5,3,1,2,3,4,2,2,1,3,4,2,5,2,5,4,2,3,4,1,2,1,2,4,3,2,3,1,5,1,4,1,3,1,4,1,3,2,3,4,100,[],{},The data row meets all plausibility rules without any violations.
maennlich,2005,Baden-Württemberg,Studentin / Student,mehrmals im Monat,3,3,1,2,3,3,2,2,2,4,2,3,5,4,4,4,2,4,3,4,2,4,3,3,5,2,2,2,3,3,4,1,4,3,2,2,2,2,2,3,3,3,3,4,2,5,1,5,2,5,2,1,1,3,3,90,"[""rule_003"", ""rule_008""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'maennlich' as it should be 'Student'."", ""rule_008"": ""There is a high preference for alcoholic beer (5) while having a low preference for alcohol-free beer (1), which is inconsistent.""}","The data row has minor inconsistencies regarding gender and occupation, as well as preferences for alcoholic and alcohol-free beers."
maennlich,2002,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,2,2,1,2,3,3,2,2,3,3,1,1,1,4,4,4,2,4,2,5,3,3,2,2,2,4,2,5,2,3,3,2,3,1,1,1,1,4,3,4,1,5,1,1,4,3,2,3,1,4,2,1,2,2,1,100,[],{},The data row meets all plausibility rules without any violations.
weiblich,keine Angabe,Baden-Württemberg,Angestellte / Angestellter,seltener als einmal pro Monat,3,3,2,2,2,3,2,2,5,3,2,1,1,4,4,3,3,1,2,4,2,2,2,4,3,4,1,3,2,1,4,1,4,1,2,1,1,3,1,3,5,3,1,1,2,4,2,4,2,3,2,3,2,2,3,100,[],{},The data row is consistent and adheres to all plausibility rules.
maennlich,2000,Baden-Württemberg,Schülerin / Schüler,seltener als einmal pro Monat,1,2,2,2,3,3,3,2,2,3,2,5,1,3,3,3,2,1,1,5,4,3,3,3,1,4,2,4,2,3,4,2,5,1,1,2,2,1,4,3,2,1,3,1,4,4,1,3,2,3,2,2,2,2,5,90,"[""rule_001""]","{""rule_001"": ""The occupation 'Sch\u00fclerin / Sch\u00fcler' is inconsistent with the age 2000, as this indicates the individual is 23 years old, which is older than typical school age.""}",The data row has one violation related to age and occupation consistency.
weiblich,1998,keine Angabe,Angestellte / Angestellter,seltener als einmal pro Monat,2,3,1,1,3,2,2,5,3,5,2,5,5,5,1,5,4,3,3,5,2,4,3,2,4,3,2,3,2,4,5,2,5,5,1,1,1,1,4,3,3,5,1,2,1,5,3,5,3,4,2,3,1,2,3,100,[],{},The data row meets all plausibility rules without any violations.
weiblich,1999,Baden-Württemberg,Studentin / Student,seltener als einmal pro Monat,2,3,1,2,1,3,2,4,1,3,4,1,5,2,3,5,3,1,2,3,5,4,2,2,4,2,3,2,2,2,2,4,5,1,2,2,1,2,2,3,5,4,2,3,5,4,2,4,3,3,3,2,1,2,3,90,"[""rule_003"", ""rule_008""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' because it should not be 'unbekannt'."", ""rule_008"": ""There is a high preference for alcohol-free beer (4) and a high preference for alcoholic beer (4), which is inconsistent.""}","The data row has minor inconsistencies regarding gender and occupation, as well as preferences for alcoholic and alcohol-free beers."
weiblich,1998,Baden-Württemberg,Schülerin / Schüler,einmal pro Monat,3,3,1,2,3,3,3,3,5,3,1,5,3,4,3,5,1,1,3,5,2,3,2,2,3,3,3,2,1,3,3,1,3,1,1,1,1,3,4,1,1,5,1,2,5,4,1,5,3,3,3,5,2,2,1,80,"[""rule_001"", ""rule_006"", ""rule_010""]","{""rule_001"": ""The occupation 'Sch\u00fclerin / Sch\u00fcler' suggests a school-age individual, but the age provided (1998) indicates that the individual is older than typical school age."", ""rule_006"": ""The involvement in the role (5) is greater than the importance of the role (1), which is inconsistent."", ""rule_010"": ""The influence of taste (5) is not rated higher than the influence of price (3) and packaging design (3), which is inconsistent.""}","The data row has multiple inconsistencies regarding age, involvement, and influence ratings."
maennlich,keine Angabe,Baden-Württemberg,Angestellte / Angestellter,seltener als einmal pro Monat,2,3,3,2,1,1,3,1,3,4,2,2,1,4,2,4,1,1,1,4,4,4,3,2,3,3,3,3,2,3,4,3,5,1,1,2,3,2,5,3,2,3,2,1,3,3,2,5,1,3,2,3,5,2,3,100,[],{},The data row meets all plausibility rules with no violations.
maennlich,1999,keine Angabe,Studentin / Student,einmal pro Monat,2,3,1,1,2,3,2,1,2,2,2,1,2,5,4,3,2,3,4,5,4,3,2,2,1,3,4,5,3,3,2,3,2,1,4,1,2,4,3,3,1,5,1,2,2,3,2,3,3,2,2,1,2,1,3,90,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'maennlich', as it should not be 'unbekannt'.""}",The data row has one violation related to gender and occupation consistency.
unbekannt,1996,Baden-Württemberg,Schülerin / Schüler,einmal pro Monat,2,2,1,1,2,3,3,1,2,3,2,2,1,5,1,3,4,3,1,5,4,4,3,2,3,2,4,5,5,2,4,3,4,1,4,2,1,2,4,4,1,5,3,2,1,5,2,3,2,3,1,3,1,2,3,80,"[""rule_001"", ""rule_003""]","{""rule_001"": ""The age of 1996 indicates that the individual is 27 years old, which is inconsistent with the occupation 'Sch\u00fclerin / Sch\u00fcler', as they should not be older than typical school age."", ""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'unbekannt', which does not provide a clear identification.""}","The data row has inconsistencies regarding age and occupation, as well as gender and occupation."
weiblich,1999,Baden-Württemberg,Studentin / Student,mehrmals pro Woche,2,3,1,1,3,3,2,5,4,5,4,2,1,3,3,3,2,5,1,5,2,3,2,3,5,4,3,3,3,2,4,4,3,1,2,1,2,3,5,3,1,1,3,1,2,2,1,3,4,3,2,5,4,2,3,90,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' as it should not be 'unbekannt'.""}",The data row has one violation related to gender and occupation consistency.
weiblich,2002,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,2,3,1,2,3,2,3,1,2,3,1,1,1,5,5,4,1,1,1,5,5,4,5,1,3,2,4,2,3,3,4,1,4,1,1,1,2,2,4,2,2,4,1,2,2,5,3,1,4,5,1,2,2,3,3,100,[],{},The data row meets all plausibility rules with no violations.
weiblich,2001,Baden-Württemberg,Studentin / Student,mehrmals im Monat,2,3,2,2,1,2,3,4,2,5,4,1,5,3,1,2,2,2,2,5,4,4,2,3,3,2,2,5,3,3,5,1,5,2,1,1,3,3,1,5,1,5,3,4,1,3,2,4,2,5,3,2,3,2,3,90,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' as it should not be 'unbekannt'.""}",The data row has one violation related to gender and occupation consistency.
weiblich,2003,Baden-Württemberg,keine Angabe,mehrmals im Monat,3,3,2,1,2,2,3,4,3,5,2,5,1,2,5,4,2,4,4,5,4,4,3,3,3,2,2,5,1,3,1,2,4,1,1,1,2,5,4,4,1,5,4,4,3,3,2,3,1,4,1,3,3,2,3,100,[],{},The data row meets all plausibility rules without any violations.
maennlich,2004,Baden-Württemberg,Studentin / Student,seltener als einmal pro Monat,2,3,1,1,2,3,2,1,1,3,1,2,1,3,1,3,1,1,3,5,3,4,3,3,3,5,5,2,3,4,2,4,3,1,2,1,5,1,2,3,2,5,2,1,2,1,3,3,1,4,1,3,4,1,5,90,"[""rule_001"", ""rule_003""]","{""rule_001"": ""The age is 2004, which indicates the person is 19 years old. However, the occupation 'Studentin / Student' is inconsistent with the age as it is typically associated with school age."", ""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'maennlich', as it should be 'Student' for male.""}","The data row contains inconsistencies regarding age and occupation, as well as gender and occupation."
maennlich,2002,Baden-Württemberg,Schülerin / Schüler,mehrmals im Monat,2,3,1,1,3,2,2,2,2,5,3,3,1,5,3,4,3,3,3,4,4,3,4,3,1,5,2,1,2,3,4,2,1,1,2,1,1,3,3,2,1,3,1,1,1,4,2,2,2,2,1,1,2,2,3,90,"[""rule_001""]","{""rule_001"": ""The occupation 'Sch\u00fclerin / Sch\u00fcler' is inconsistent with the age 2002, as this indicates the individual is 21 years old, which is older than typical school age.""}",The data row has one violation related to age and occupation consistency.
maennlich,2004,keine Angabe,Studentin / Student,mehrmals im Monat,3,3,2,2,1,2,3,2,3,1,2,3,2,3,5,3,2,1,4,5,4,2,2,2,3,2,3,5,3,1,3,4,4,2,1,2,1,1,4,1,4,1,3,1,3,3,2,3,3,4,2,3,2,2,2,90,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'maennlich', as it should not be labeled as 'unbekannt'.""}",The data row has one violation related to gender and occupation consistency.
unbekannt,keine Angabe,Baden-Württemberg,Angestellte / Angestellter,mehrmals im Monat,2,3,2,2,2,3,3,4,2,2,1,3,2,4,3,4,2,1,1,3,4,3,1,3,3,2,1,1,2,4,4,2,3,1,1,1,1,4,4,4,1,4,1,2,2,5,1,3,3,2,3,3,3,2,1,100,[],{},The data row meets all plausibility rules with no violations.
unbekannt,2002,Baden-Württemberg,keine Angabe,mehrmals im Monat,2,3,2,2,2,3,3,4,2,4,4,5,1,3,1,5,4,2,3,5,2,4,3,4,5,1,1,3,2,3,2,2,1,1,2,2,1,1,4,3,5,5,1,1,4,5,2,5,3,3,3,3,3,2,4,100,[],{},The data row meets all plausibility rules without any violations.
unbekannt,1995,Baden-Württemberg,Studentin / Student,mehrmals pro Woche,3,3,2,1,2,2,1,4,1,4,4,3,1,4,5,4,1,2,2,5,4,3,2,5,3,1,1,3,3,2,4,2,3,1,3,1,2,4,5,3,1,3,1,3,1,3,1,3,2,3,2,1,3,2,3,80,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'unbekannt'.""}",The data row has one violation related to gender and occupation consistency.
weiblich,keine Angabe,Baden-Württemberg,Beamtin / Beamter,einmal pro Monat,2,2,2,1,3,3,1,4,1,4,2,3,1,3,2,4,5,5,1,4,2,4,1,5,2,2,3,2,2,5,4,4,3,1,1,1,1,1,2,3,2,4,1,2,2,5,1,3,1,3,4,3,1,2,4,100,[],{},The data row meets all plausibility rules without any violations.
weiblich,2004,Baden-Württemberg,Studentin / Student,mehrmals im Monat,2,3,1,1,3,2,2,2,1,5,5,1,1,4,2,4,2,4,2,4,2,4,4,3,4,3,4,4,4,3,5,2,2,1,1,2,1,1,5,2,3,5,1,3,1,2,2,2,5,2,2,2,3,2,4,90,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' as it should not have a gender of 'unbekannt'.""}","The data quality is mostly good, with one violation related to gender and occupation consistency."
maennlich,keine Angabe,Baden-Württemberg,Angestellte / Angestellter,einmal pro Monat,2,3,1,1,2,3,3,2,2,3,3,3,4,4,5,3,3,1,2,5,1,3,3,1,3,3,4,4,2,3,3,1,3,1,5,1,1,4,4,3,5,4,1,2,5,3,3,5,3,1,2,4,3,2,4,100,[],{},The data row meets all plausibility rules with no violations.
maennlich,2000,Baden-Württemberg,Studentin / Student,mehrmals im Monat,2,3,1,1,3,3,3,2,5,5,2,3,2,3,3,1,4,1,2,5,4,5,5,1,3,4,4,4,3,3,3,4,2,1,1,1,2,1,4,3,1,4,2,2,3,5,2,3,5,3,2,2,1,1,3,80,"[""rule_003"", ""rule_006"", ""rule_008""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'maennlich' as it should be 'Student'."", ""rule_006"": ""The involvement in the role (5) is greater than the importance of the role (2), which is inconsistent."", ""rule_008"": ""There is a high preference for alcohol-free beer (4) and a high preference for alcoholic beer (5), which is contradictory.""}","The data row contains several inconsistencies regarding gender and occupation, involvement and importance, and preferences for alcoholic and alcohol-free beers."
maennlich,2003,Baden-Württemberg,Beamtin / Beamter,mehrmals im Monat,2,3,2,1,3,3,2,2,5,4,3,2,5,3,2,4,3,1,1,5,5,1,3,2,2,2,4,2,1,3,4,4,5,3,1,1,1,2,4,5,2,5,1,5,2,2,4,1,4,2,1,1,2,2,4,100,[],{},The data row adheres to all plausibility rules.
maennlich,2000,Baden-Württemberg,Studentin / Student,einmal pro Monat,2,3,1,1,3,3,3,2,2,5,2,4,1,2,1,4,3,2,3,4,4,4,2,2,5,3,2,3,2,4,3,3,3,3,1,1,1,4,4,2,1,5,1,1,5,4,2,3,2,3,1,2,3,2,3,90,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'maennlich', as it should be 'Student'.""}",The data row has one violation related to gender and occupation consistency.
weiblich,1998,Baden-Württemberg,Studentin / Student,mehrmals im Monat,2,3,1,2,2,3,2,2,3,3,2,1,1,4,3,1,4,4,1,4,3,3,4,1,3,3,5,4,3,4,2,2,3,1,1,1,3,1,1,4,2,1,3,1,3,5,1,4,5,5,1,2,2,3,3,90,"[""rule_003"", ""rule_008""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' as it should not be 'unbekannt'."", ""rule_008"": ""There is a high preference for both alcohol-free beer (2) and alcoholic beer (5), which is inconsistent.""}","The data row has minor inconsistencies regarding gender and occupation, as well as preferences for alcoholic and alcohol-free beers."
maennlich,2005,Baden-Württemberg,keine Angabe,mehrmals pro Woche,2,3,1,1,1,2,1,1,3,4,1,1,2,5,3,4,3,1,1,4,3,4,3,4,5,4,1,4,2,4,3,4,1,4,1,1,1,2,4,3,2,3,1,3,4,5,4,3,3,1,2,2,4,2,3,100,[],{},The data row meets all plausibility rules without any violations.
maennlich,2004,Baden-Württemberg,ohne Beschäftigung,täglich,2,3,1,2,2,3,2,1,3,5,1,1,1,3,4,2,2,1,1,4,5,2,2,2,1,3,2,5,2,3,4,1,5,2,1,2,2,3,3,5,2,4,1,4,1,5,1,2,5,5,2,2,1,2,4,90,"[""rule_001"", ""rule_006"", ""rule_007"", ""rule_008""]","{""rule_001"": ""The age is 2004, which indicates the person is 19 years old. The occupation 'ohne Besch\u00e4ftigung' does not have a specific age restriction, so this rule is not violated."", ""rule_006"": ""The involvement in the role (3) is greater than the importance of the role (1), which is inconsistent."", ""rule_007"": ""The importance on health (3) does not correlate with a high importance on alcohol avoidance (1), indicating a violation."", ""rule_008"": ""The preference for alcoholic beer (5) is high while the preference for alcohol-free beer (1) is low, which is inconsistent.""}","The data quality is generally good but has several inconsistencies regarding involvement, health importance, and beverage preferences."
maennlich,1995,Baden-Württemberg,Angestellte / Angestellter,mehrmals pro Woche,3,3,1,1,3,2,3,5,2,4,5,1,2,4,2,2,2,1,1,5,5,4,5,3,4,2,5,5,3,3,2,1,1,4,3,2,4,1,1,1,4,2,1,2,3,5,4,4,1,5,3,2,2,3,4,100,[],{},The data row meets all plausibility rules without any violations.
weiblich,1998,Baden-Württemberg,Studentin / Student,mehrmals im Monat,3,3,2,1,2,3,2,5,5,3,2,1,3,4,1,4,2,5,2,5,1,5,2,2,3,2,1,5,3,4,3,4,3,1,1,1,1,1,5,2,2,5,1,2,3,3,1,1,1,4,1,2,2,2,3,90,"[""rule_003"", ""rule_006""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' as it should not be 'unbekannt'."", ""rule_006"": ""The involvement in the role (5) is greater than the importance of the role (2), which is inconsistent.""}","The data row has minor inconsistencies regarding gender and occupation, as well as involvement and importance."
weiblich,2005,Baden-Württemberg,Angestellte / Angestellter,mehrmals pro Woche,2,3,1,1,2,1,1,2,3,4,1,3,1,4,3,1,2,3,3,5,4,3,5,2,3,3,5,3,2,3,3,1,4,2,2,1,1,5,2,5,1,4,3,2,1,4,1,3,1,5,4,2,1,2,3,90,"[""rule_001"", ""rule_006"", ""rule_007"", ""rule_010""]","{""rule_001"": ""The age is 2005, which indicates the person is 18 years old, but the occupation 'Angestellte / Angestellter' is typically associated with older individuals."", ""rule_006"": ""Involvement in the role (3) is greater than the importance of the role (1), which is inconsistent."", ""rule_007"": ""Health importance is rated 4, but alcohol avoidance importance is rated only 3, indicating a lack of correlation."", ""rule_010"": ""The influence of taste (5) is not rated higher than the maximum of other influences such as price (3) and packaging design (3).""}","The data row has several inconsistencies regarding age and occupation, involvement and importance, health importance and alcohol avoidance, and taste influence."
weiblich,2004,Baden-Württemberg,Studentin / Student,einmal pro Monat,2,3,1,2,2,2,3,4,3,4,3,4,4,2,1,2,2,3,3,5,2,4,5,3,3,2,1,1,3,3,3,1,1,1,5,2,3,1,4,4,1,5,1,2,1,4,2,4,3,2,4,3,2,2,3,90,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' as it should not be 'unbekannt'.""}","The data quality is mostly good, with one violation related to gender and occupation consistency."
weiblich,2002,Bayern,Studentin / Student,mehrmals im Monat,2,3,1,1,2,3,2,4,2,4,4,5,1,1,3,3,3,2,1,5,4,3,3,2,2,3,2,4,3,3,4,3,5,4,1,1,1,4,1,5,1,4,1,5,2,4,4,2,4,3,2,2,3,3,4,100,[],{},The data row meets all plausibility rules without any violations.
weiblich,2004,Baden-Württemberg,Studentin / Student,mehrmals im Monat,2,1,1,1,2,2,2,1,3,4,3,2,2,5,4,3,4,2,1,4,5,4,4,4,5,2,1,4,2,4,4,2,3,1,1,2,2,1,3,3,2,4,1,2,3,3,1,4,1,5,1,1,3,2,2,90,"[""rule_003""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'weiblich' as it should not have a gender of 'unbekannt'.""}",The data quality is mostly acceptable with one violation regarding gender and occupation consistency.
unbekannt,2003,Baden-Württemberg,Studentin / Student,mehrmals pro Woche,2,2,2,3,2,2,2,5,1,4,4,1,4,1,3,5,3,1,4,4,3,3,4,3,5,4,4,3,2,4,5,4,5,1,1,1,1,1,4,4,1,2,1,3,3,5,2,3,1,2,2,3,3,2,1,80,"[""rule_003"", ""rule_008""]","{""rule_003"": ""The occupation 'Studentin / Student' is inconsistent with the gender 'unbekannt'."", ""rule_008"": ""There is a high preference for both alcohol-free beer (4) and alcoholic beer (5), which is inconsistent.""}","The data row has inconsistencies in gender and occupation, as well as conflicting preferences for alcoholic and alcohol-free beers."
maennlich,2007,Baden-Württemberg,Studentin / Student,mehrmals im Monat,2,3,1,1,3,3,2,5,4,4,2,1,5,1,5,4,2,2,2,5,4,2,4,3,4,4,2,2,3,3,3,1,3,2,3,3,1,1,2,3,1,2,3,2,2,1,4,2,3,3,1,5,3,2,3,90,"[""rule_001"", ""rule_003"", ""rule_006""]","{""rule_001"": ""The age is 2007, which indicates the individual is under the typical school age, but the occupation is 'Studentin / Student'."", ""rule_003"": ""The occupation is 'Studentin / Student', but the gender is 'maennlich', which is inconsistent."", ""rule_006"": ""The involvement in the role (4) is greater than the importance of the role (2), which is inconsistent.""}","The data row contains multiple inconsistencies regarding age, gender, and involvement."
weiblich,keine Angabe,Baden-Württemberg,Studentin / Student,täglich,2,3,2,3,3,2,3,5,5,3,4,1,1,5,3,4,3,3,5,5,4,3,2,3,2,3,4,5,2,3,3,1,1,1,1,4,2,2,3,3,1,4,2,2,3,5,1,3,4,5,1,2,1,2,2,100,[],{},The data row meets all plausibility rules without any violations.
